Sr.,Category,HS Code,Product,Verity,Summary,Short specs,Long Specs
241,Fruits,80540,Fresh Grapefruit,Ruby & Red Varieties - Rio Red,These grapefruits are a favorite among consumers because of their unique sweetness. The Rio Red grapefruit is grown in Texas and has a short season. This fruit is also known for its bright red color.,"Size: 8-9 cm, Shape: round to oval, Skin Color: red-pink, Flesh Color: pink-red, Texture: juicy, slightly acidic, Weight: 160 g","Size: 8-9 cm, Shape: round to oval, Skin Color: red-pink, Flesh Color: pink-red, Texture: juicy, slightly acidic, Weight: 160 g,Scientific name: Citrus paradisi, Origin: USA, TSS value: 8%, Acidity: 0.66%, Taste: Sweet, Seed: Few, Ripening Season: October to February, Nutritional Value: Vitamin C, Shelf life: 3-4 weeks"
245,Fruits,80450,Fresh Guava,Crystal,"Guava is a tropical fruit that is round or oval in shape with a green, yellow, or maroon skin. The flesh of the fruit is white, pink, or red and has numerous small seeds. Guava is a popular fruit in many parts of the world and is often eaten fresh or made into juices, jams, and jellies.","Size: 3-4 inches, Shape: oval, Skin Color: green with white spots, Flesh Color: white, Texture: soft, juicy, Weight: 50-60 grams","Size: 3-4 inches, Shape: oval, Skin Color: green with white spots, Flesh Color: white, Texture: soft, juicy, Weight: 50-60 grams,Scientific name: Psidium guajavaOrigin: Mexico, Central America, and the CaribbeanTSS value: 12-25%Acidity: 4-6%Taste: Sweet and sourSeed: 1-2%Ripening Season: October to FebruaryNutritional Value: Vitamin C, Vitamin A, Potassium, FolateShelf life: 4-5 days"
249,Fruits,80450,Fresh Guava,Costa Rican,This variety of guava is grown in Costa Rica and is a popular fruit among consumers. The guava is a round or oval shaped fruit with green or yellow skin. The flesh of the fruit is white or pink and has a sweet taste.,"Size: 3-5 inches, Shape: Round, Skin Color: Green, Flesh Color: White, Texture: Juicy, Weight: 200 grams","Size: 3-5 inches, Shape: Round, Skin Color: Green, Flesh Color: White, Texture: Juicy, Weight: 200 grams,Scientific Name: Psidium GuajavaOrigin: Costa RicaTSS Value: 80Acidity: 6Taste: SweetSeed: GuavaRipening Season: March-JulyNutritional Value: Vitamin C, A, B1, B2, B3, and folate. Shelf Life: 3-4 days"
251,Fruits,80450,Fresh Guava,Tropical White,"Tropical White is a variety of fresh guava that is grown in tropical regions. The fruit is white with a pinkish tinge and has a sweet, slightly acidic flavor. Tropical White guavas are a popular variety among consumers due to their sweetness and unique flavor.","Size: Medium, Shape: Round, Skin Color: Green, Flesh Color: White, Texture: Soft, Weight: 200 grams","Size: Medium, Shape: Round, Skin Color: Green, Flesh Color: White, Texture: Soft, Weight: 200 grams,Scientific name: Psidium guajavaOrigin: Tropical America TSS value: 12-22% Acidity: 2-6% Taste: Sweet and sour Seed: 1-2 Ripening Season: All year Nutritional Value: Vitamin C, carotene, and minerals Shelf life: 2-3 days"
252,Fruits,80450,Fresh Guava,Golden Key,"The Golden Key guava variety is a sweet, aromatic fruit that is grown in tropical regions. This fruit is yellow in color with red flesh and a pleasant, floral flavor. Golden Key guavas are a great addition to fruit salads, desserts, and smoothies.","Size: 8.5 cm, Shape: Oval, Skin Color: Green, Flesh Color: White, Texture: Smooth, Weight: 150 grams","Size: 8.5 cm, Shape: Oval, Skin Color: Green, Flesh Color: White, Texture: Smooth, Weight: 150 grams,Scientific name:Psidium guajavaOrigin:MexicoTSS value:4-6%Acidity:0.7-0.9%Taste:Sweet and sourSeed:One to threeRipening Season:March to JuneNutritional Value:Vitamin C, dietary fiberShelf life:3-5 days"
253,Fruits,80450,Fresh Guava,Sardar,Sardar Fresh Guava is a variety of guava that is grown in the Indian state of Punjab. The fruit is round or oval in shape and has a pink or yellow flesh. The Sardar Fresh Guava has a sweet taste and is often eaten fresh.,"Shape: Round, Skin Color: Green, Flesh Color: White, Texture: Soft, Weight: 200g","Shape: Round, Skin Color: Green, Flesh Color: White, Texture: Soft, Weight: 200g,Scientific name:Psidium guajava , Origin:India, TSS value:8%, Acidity:4.5%, Taste:Sweet and sour, Seed:Present, Ripening Season:All year, Nutritional Value:Vitamin C, Shelf life:3-4 days"
254,Fruits,80450,Fresh Guava,Navalur,"The fresh guava variety, Navalur, is a type of guava that is grown in the region of Tamil Nadu, India. It is a popular fruit among consumers for its sweetness and juicy flesh. This variety of guava is available in the market from the month of January to May.","Size: 9 cm, Shape: spherical, Skin Color: green, Flesh Color: white, Texture: soft, Weight: 200 g","Size: 9 cm, Shape: spherical, Skin Color: green, Flesh Color: white, Texture: soft, Weight: 200 g,Scientific name: Psidium guajava, Origin: Caribbean, TSS value: 22, Acidity: 6.8, Taste: Sweet, Seed: 1-2, Ripening Season: March-June, Nutritional Value: Vitamin C, dietary fiber, Shelf life: 5-7 days"
255,Fruits,80450,Fresh Guava,Red Heart,This guava variety is named for its heart-shaped fruits that have red flesh. The Red Heart guava is produced in tropical regions and is available year-round. This fruit is popular for its sweetness and is often used in desserts.,"Size: 4-6 cm, Shape: round or oval, Skin Color: green, yellow, or maroon, Flesh Color: white, pink, or red, Texture: soft","Size: 4-6 cm, Shape: round or oval, Skin Color: green, yellow, or maroon, Flesh Color: white, pink, or red, Texture: soft ,Scientific name: Psidium guajava, Origin: Mexico, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sweet, Seed: small, Ripening Season: August-September, Nutritional Value: Vitamin C, Shelf life: 7-10 days"
260,Fruits,80450,Fresh Guava,Bangladesh - Local Variety,"A guava is a small, round tropical fruit with a greenish-yellow to dark pink rind. The flesh is pink to white and has small seeds. Guavas are grown in tropical and subtropical regions. Bangladesh is a tropical country and is known for its delicious fruits. The guava is a popular fruit in Bangladesh and is often eaten fresh or made into juices and jams.","Size - 3 to 5 cm, Shape - round, oval, Skin Color - green, yellow, Flesh Color - white, pink, Texture - soft, juicy, Weight - 50 to 150",",Size - 3 to 5 cm, ,Shape - round, oval, ,Skin Color - green, yellow, ,Flesh Color - white, pink, ,Texture - soft, juicy, ,Weight - 50 to 150,Scientific name: Psidium guajava, Origin: Bangladesh, TSS value: 6%, Acidity: 0.7%, Taste: Sweet, Seed: 1-2%, Ripening Season: June-July, Nutritional Value: Vitamin C, Shelf life: 7-10 days"
261,Fruits,80450,Fresh Guava,Oi Bo,"A guava is a small, round fruit with green or yellow skin. The flesh is pink or white and has small seeds in the center. Guavas are native to Central and South America but are grown in many warm climates around the world.","Size: 8-10cm, Shape: round, oval, Skin Color: green, yellow, pink, Flesh Color: white, pink, Texture: soft, pulpy","Size: 8-10cm, Shape: round, oval, Skin Color: green, yellow, pink, Flesh Color: white, pink, Texture: soft, pulpy,Scientific name: Psidium guajava, Origin: Brazil, TSS value: 7%, Acidity: 0.7%, Taste: Sweet, Seed: Big, Ripening Season: July-August, Nutritional Value: High in Vitamin C, Shelf life: 3-5 days"
263,Fruits,80450,Fresh Guava,Green,"This variety of guava is bright green in color and has a smooth, thin skin. It is grown in tropical regions and is in season from June to August. It is a popular fruit among consumers for its sweet taste and juicy flesh.","Size: 9 cm, Shape: oval, Skin Color: green, Flesh Color: white, Texture: soft, Weight: 100 grams","Size: 9 cm, Shape: oval, Skin Color: green, Flesh Color: white, Texture: soft, Weight: 100 grams,Scientific name: Psidium guajava, Origin: Mexico, TSS: 11-14%, Acidity: 3-6%, Taste: Sweet and sour, Seed: 1-2%, Ripening Season: November to February, Nutritional Value: Vitamin C, dietary fiber, Shelf life: 7-10 days"
264,Fruits,80450,Fresh Guava,L 49,The Fresh Guava L 49 is a tropical fruit that is grown in warm climates. This fruit is round or oval in shape and has a green or yellow skin. The flesh of the fruit is pink or white and has a sweet taste.,"Size: 49 mm, Shape: spherical, Skin Color: green, Flesh Color: white, Texture: crisp, Weight: 50 g","Size: 49 mm, Shape: spherical, Skin Color: green, Flesh Color: white, Texture: crisp, Weight: 50 g,Scientific name: Psidium guajavaOrigin: MexicoTSS value: 14–16%Acidity: 3.80–5.20%Taste: Sweet and sourSeed: 1-7 per fruitRipening Season: June to OctoberNutritional Value: Vitamin C, Vitamin A, PotassiumShelf life: 3-5 days"
265,Fruits,80450,Fresh Guava,Kim Ju,"Fresh guava is a sweet and tangy fruit that is popular in many regions of the world. This fruit is high in vitamins A and C, and is a good source of fiber. Fresh guavas can be enjoyed in many ways, including eaten out of hand, used in salads, or made into juices or jams.","Size: 200 grams, Shape: Round , Skin Color: Green, Flesh Color: White, Texture: Soft, Weight: 200 grams","Size: 200 grams, Shape: Round , Skin Color: Green, Flesh Color: White, Texture: Soft, Weight: 200 grams,Scientific name: Psidium guajavaOrigin: MexicoTSS value: 16 degrees BrixAcidity: 6.0-8.0%Taste: Sweet and sourSeed: 1-2%Ripening Season: August to OctoberNutritional Value: Vitamin C, Vitamin A, PotassiumShelf life: 7-14 days"
268,Fruits,80450,Fresh Guava,Guayaba Pera,"The Fresh Guava variety, Guayaba Pera, is a type of guava that is pear-shaped and has yellow-green skin. This fruit is grown in tropical regions and is available year-round. Guava Pera is a popular fruit among consumers because of its sweet taste and distinct flavor.","Size: 65 mm, Shape: Pear-shaped, Skin Color: Yellow, Flesh Color: White, Texture: Soft, Seedless, Weight: 50 grams","Size: 65 mm, Shape: Pear-shaped, Skin Color: Yellow, Flesh Color: White, Texture: Soft, Seedless, Weight: 50 grams,Scientific name: Psidium guajava, Origin: Mexico, TSS value: 8%, Acidity: 0.7%, Taste: Sweet, Seed: 1-2%, Ripening Season: April-May, Nutritional Value: Vitamin C, Shelf life: 7-10 days"
269,Fruits,80450,Fresh Guava,Guapple,"Guava is a tropical fruit that is native to Mexico, Central America, and northern South America. The fruit is round or oval in shape and has a light green or yellow skin. The flesh of the fruit is white or pink and has a sweet, slightly acidic flavor.","Size: 3-6 inches, Shape: round or oval, Skin Color: green, yellow, or pink, Flesh Color: white, pink, or red, Texture: smooth","Size: 3-6 inches, Shape: round or oval, Skin Color: green, yellow, or pink, Flesh Color: white, pink, or red, Texture: smooth,Scientific name: Psidium guajava, Origin: Caribbean, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: Sweet, Seed: 1-7, Ripening Season: December-February, Nutritional Value: Vitamin C, Shelf life: 7-10 days"
271,Fruits,81050,Fresh Kiwifruit,Hardy Kiwi - Ananasnaya,"Hardy kiwi is a type of kiwifruit that is popular for its sweetness and unique flavor. The fruit is native to China and is grown in many parts of the world. Hardy kiwi is a versatile fruit that can be eaten fresh, used in jams and jellies, or made into wine.","Size: Small, oval, Shape: fuzzy, Skin Color: brown, Flesh Color: bright green, Texture: soft and juicy, Weight: 40-80 grams","Size: Small, oval, Shape: fuzzy, Skin Color: brown, Flesh Color: bright green, Texture: soft and juicy, Weight: 40-80 grams,Scientific name: Actinidia arguta, Origin: China, TSS value: 14%, Acidity: 3.5%, Taste: Sweet and sour, Seed: Edible, Ripening Season: August to November, Nutritional Value: Rich in Vitamin C, Shelf life: 6-8 days"
277,Fruits,80550,Fresh Lemon,Sicilian,"This variety of lemon is grown in Sicily and is characterized by its thin, smooth skin and lack of seeds. The juicy flesh is tart and acidic, making it ideal for use in cooking and baking.","Size: 5-6 cm, Shape: Oval, Skin Color: Yellow, Flesh Color: Yellow, Texture: Juicy, Weight: 50-70 grams","Size: 5-6 cm, Shape: Oval, Skin Color: Yellow, Flesh Color: Yellow, Texture: Juicy, Weight: 50-70 grams,,Scientific nameLCitrus limon, Origin: Italy, TSS value: 8%, Acidity: 2%, Taste: Sour, Seed: Few, Ripening Season: all year, Nutritional value: Vitamin C, Shelf life: 2-3 weeks"
279,Fruits,80550,Fresh Lemon,Meyer,"The Meyer lemon is a cross between a true lemon and either a mandarin or an orange. The Meyer lemon is rounder than a true lemon, and has a deep yellow, almost orange color. The Meyer lemon is thought to be native to China.","Size: 2-3 inches, Shape: oval, Skin Color: yellow, Flesh Color: pale yellow, Texture: juicy, slightly acidic, Weight: 50-70 grams","Size: 2-3 inches, Shape: oval, Skin Color: yellow, Flesh Color: pale yellow, Texture: juicy, slightly acidic, Weight: 50-70 grams,Scientific name: Citrus x meyeri, Origin: China, TSS value: 8%, Acidity: 0.9%, Taste: Sour, Seed: Few, Ripening Season: January to March, Nutritional Value: Rich in Vitamin C, Shelf life: 2 to 3 weeks"
280,Fruits,80550,Fresh Lemon,Interdonato,Lemon is a citrus fruit that is acidic in taste. The fruit is grown in warm climates and is available throughout the year. Lemons are used in a variety of culinary dishes and are also used as a garnish.,"Size- 6 cm, Shape- oval, Skin Color- yellow, Flesh Color- pale yellow, Texture- acidic, Weight- 65 grams",",Size- 6 cm, ,Shape- oval, ,Skin Color- yellow, ,Flesh Color- pale yellow, ,Texture- acidic, ,Weight- 65 grams,Scientific name: Citrus limon, Origin: Italy, TSS value: 7-9%, Acidity: 2-3%, Taste: sour, Seed: seeds present, Ripening Season: late fall to early winter, Nutritional Value: Vitamin C, Shelf life: 3-4 weeks"
293,Fruits,81190,Fresh Longan,Puang Thong,"A popular tropical fruit, fresh longan is juicy and sweet with a flavor often likened to lychee. The small, brown fruit grows in clusters on evergreen trees and is native to Southeast Asia. Fresh longan is typically in season from June to August.","Size: 18-20 mm, Shape: Round to oval, Skin Color: Brown to black, Flesh Color: White, Texture: Soft, sticky, and chewy, Weight: 3 g","Size: 18-20 mm, Shape: Round to oval, Skin Color: Brown to black, Flesh Color: White, Texture: Soft, sticky, and chewy, Weight: 3 g,Scientific name: Dimocarpus longan, Origin: Thailand, TSS value: 17-18%, Acidity: 0.4-0.6%, Taste: sweet and slightly acidic, Seed: 1-2% , Ripening Season: July-September, Nutritional Value: Vitamin C, potassium and calcium, Shelf life: 2-3 weeks"
294,Fruits,81190,Fresh Longan,October Eye,"The fresh longan variety October Eye has a distinctively sweet and floral flavor that is loved by many consumers. This fruit is native to Southeast Asia and is typically in season from June to August. October Eye longans are known for their large size and smooth, bump-free skin.","Size: 2.5 cm, Shape: Globe, Skin Color: Brown, Flesh Color: White, Texture: Juicy, Weight: 20 g","Size: 2.5 cm, Shape: Globe, Skin Color: Brown, Flesh Color: White, Texture: Juicy, Weight: 20 g,Scientific name: Dimocarpus longan, Origin: Guangxi Province, China , TSS value: 18, Acidity: 0.6, Taste: Sweet and fragrant, Seed: One to three, Ripening Season: July to September, Nutritional Value: Rich in Vitamin C, Shelf life: Three to four weeks"
